,t0_smooth_or_featured__features_or_disk,t0_smooth_or_featured__smooth,t0_smooth_or_featured__star_artifact_or_bad_zoom,t1_how_rounded_is_it__cigarshaped,t1_how_rounded_is_it__in_between,t1_how_rounded_is_it__completely_round,t2_could_this_be_a_disk_viewed_edgeon__yes_edge_on_disk,t2_could_this_be_a_disk_viewed_edgeon__no_something_else,t3_edge_on_bulge_what_shape__boxy,t3_edge_on_bulge_what_shape__no_bulge,t3_edge_on_bulge_what_shape__rounded,t4_is_there_a_bar__no_bar,t4_is_there_a_bar__strong_bar,t4_is_there_a_bar__weak_bar,t5_is_there_any_spiral_arm_pattern__yes,t5_is_there_any_spiral_arm_pattern__no,t6_spiral_how_tightly_wound__loose,t6_spiral_how_tightly_wound__medium,t6_spiral_how_tightly_wound__tight,t7_how_many_spiral_arms_are_there__1,t7_how_many_spiral_arms_are_there__2,t7_how_many_spiral_arms_are_there__3,t7_how_many_spiral_arms_are_there__4,t7_how_many_spiral_arms_are_there__more_than_4,t7_how_many_spiral_arms_are_there__cant_tell,t8_not_edge_on_bulge__dominant,t8_not_edge_on_bulge__moderate,t8_not_edge_on_bulge__no_bulge,t8_not_edge_on_bulge__large,t8_not_edge_on_bulge__small,t11_is_the_galaxy_merging_or_disturbed__major_disturbance,t11_is_the_galaxy_merging_or_disturbed__merging,t11_is_the_galaxy_merging_or_disturbed__minor_disturbance,t11_is_the_galaxy_merging_or_disturbed__none,t12_are_there_any_obvious_bright_clumps__yes,t12_are_there_any_obvious_bright_clumps__no,t19_what_problem_do___e_with_the_image__nonstar_artifact,t19_what_problem_do___e_with_the_image__bad_image_zoom,t19_what_problem_do___e_with_the_image__star,id_str,file_loc
10,3.0,4.0,12.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,2.0,1.0,9.0,2.0,2686,/scratch/ydong/stamps/demo_F150W/F150W_2686.jpg
11,8.0,9.0,16.0,3.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,5.0,0.0,5.0,7.0,1.0,7.0,0.0,16.0,0.0,93,/scratch/ydong/stamps/demo_F150W/F150W_93.jpg
12,9.0,19.0,9.0,12.0,2.0,5.0,2.0,7.0,1.0,0.0,1.0,5.0,1.0,1.0,3.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,7.0,19.0,1.0,8.0,1.0,8.0,0.0,720,/scratch/ydong/stamps/demo_F150W/F150W_720.jpg
13,3.0,4.0,16.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,2.0,1.0,4.0,11.0,1164,/scratch/ydong/stamps/demo_F150W/F150W_1164.jpg
14,5.0,12.0,10.0,1.0,9.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,10.0,2.0,3.0,1.0,9.0,0.0,1241,/scratch/ydong/stamps/demo_F150W/F150W_1241.jpg
15,15.0,13.0,6.0,9.0,4.0,0.0,9.0,6.0,1.0,5.0,3.0,4.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,9.0,5.0,6.0,8.0,9.0,6.0,1.0,5.0,0.0,1315,/scratch/ydong/stamps/demo_F150W/F150W_1315.jpg
16,12.0,10.0,7.0,4.0,5.0,1.0,10.0,2.0,3.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,7.0,12.0,7.0,5.0,0.0,7.0,0.0,1484,/scratch/ydong/stamps/demo_F150W/F150W_1484.jpg
17,6.0,8.0,10.0,5.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,6.0,4.0,2.0,1.0,6.0,3.0,2062,/scratch/ydong/stamps/demo_F150W/F150W_2062.jpg
18,7.0,13.0,9.0,5.0,7.0,1.0,7.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,16.0,2.0,5.0,1.0,7.0,1.0,2261,/scratch/ydong/stamps/demo_F150W/F150W_2261.jpg
19,4.0,9.0,14.0,2.0,4.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,9.0,3.0,2427,/scratch/ydong/stamps/demo_F150W/F150W_2427.jpg
20,12.0,11.0,4.0,2.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,5.0,7.0,6.0,5.0,5.0,11.0,1.0,1.0,1.0,2.0,2629,/scratch/ydong/stamps/demo_F150W/F150W_2629.jpg
21,3.0,10.0,13.0,0.0,1.0,9.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,7.0,2.0,1.0,3.0,8.0,2.0,2545,/scratch/ydong/stamps/demo_F150W/F150W_2545.jpg
22,24.0,8.0,3.0,6.0,2.0,0.0,21.0,3.0,3.0,1.0,17.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,6.0,21.0,4.0,20.0,1.0,2.0,0.0,337,/scratch/ydong/stamps/demo_F150W/F150W_337.jpg
23,6.0,10.0,14.0,5.0,5.0,0.0,1.0,5.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,4.0,2.0,8.0,0.0,6.0,4.0,10.0,0.0,216,/scratch/ydong/stamps/demo_F150W/F150W_216.jpg
24,6.0,17.0,10.0,2.0,9.0,6.0,1.0,5.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,8.0,7.0,5.0,3.0,3.0,0.0,8.0,2.0,311,/scratch/ydong/stamps/demo_F150W/F150W_311.jpg
25,17.0,8.0,2.0,3.0,4.0,1.0,4.0,13.0,0.0,4.0,0.0,11.0,1.0,1.0,2.0,11.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,1.0,4.0,10.0,3.0,8.0,17.0,0.0,1.0,1.0,0.0,568,/scratch/ydong/stamps/demo_F150W/F150W_568.jpg
26,4.0,9.0,6.0,5.0,4.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,10.0,1.0,3.0,0.0,6.0,0.0,1128,/scratch/ydong/stamps/demo_F150W/F150W_1128.jpg
27,7.0,9.0,17.0,1.0,5.0,3.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,3.0,5.0,2.0,6.0,5.0,2.0,3.0,13.0,1.0,1130,/scratch/ydong/stamps/demo_F150W/F150W_1130.jpg
28,5.0,15.0,6.0,8.0,6.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,5.0,8.0,1.0,4.0,0.0,6.0,0.0,1223,/scratch/ydong/stamps/demo_F150W/F150W_1223.jpg
29,6.0,4.0,14.0,2.0,1.0,1.0,2.0,4.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,5.0,1.0,1.0,3.0,3.0,3.0,0.0,14.0,0.0,1381,/scratch/ydong/stamps/demo_F150W/F150W_1381.jpg
30,8.0,12.0,12.0,1.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,7.0,12.0,2.0,6.0,0.0,10.0,2.0,1403,/scratch/ydong/stamps/demo_F150W/F150W_1403.jpg
31,9.0,10.0,7.0,7.0,3.0,0.0,8.0,1.0,0.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,10.0,0.0,9.0,0.0,6.0,1.0,1554,/scratch/ydong/stamps/demo_F150W/F150W_1554.jpg
32,6.0,9.0,10.0,2.0,6.0,1.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,5.0,4.0,5.0,1.0,1.0,8.0,1.0,1982,/scratch/ydong/stamps/demo_F150W/F150W_1982.jpg
33,5.0,11.0,10.0,1.0,7.0,3.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,12.0,0.0,5.0,0.0,6.0,4.0,2014,/scratch/ydong/stamps/demo_F150W/F150W_2014.jpg
34,7.0,8.0,9.0,6.0,2.0,0.0,5.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,1.0,8.0,0.0,2299,/scratch/ydong/stamps/demo_F150W/F150W_2299.jpg
35,7.0,16.0,14.0,7.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,5.0,2.0,5.0,11.0,3.0,4.0,1.0,11.0,2.0,2476,/scratch/ydong/stamps/demo_F150W/F150W_2476.jpg
36,6.0,18.0,8.0,3.0,11.0,4.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0,13.0,4.0,4.0,4.0,2.0,1.0,6.0,1.0,5,/scratch/ydong/stamps/demo_F150W/F150W_5.jpg
37,3.0,14.0,14.0,7.0,7.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,9.0,0.0,3.0,1.0,13.0,0.0,4,/scratch/ydong/stamps/demo_F150W/F150W_4.jpg
38,15.0,6.0,8.0,1.0,2.0,3.0,0.0,15.0,0.0,0.0,0.0,13.0,0.0,2.0,2.0,13.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,2.0,5.0,4.0,5.0,7.0,11.0,4.0,0.0,7.0,1.0,10,/scratch/ydong/stamps/demo_F150W/F150W_10.jpg
39,1.0,24.0,5.0,12.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,0.0,1.0,0.0,5.0,0.0,11,/scratch/ydong/stamps/demo_F150W/F150W_11.jpg
40,10.0,16.0,6.0,5.0,11.0,0.0,8.0,2.0,0.0,1.0,7.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,8.0,11.0,2.0,8.0,0.0,6.0,0.0,12,/scratch/ydong/stamps/demo_F150W/F150W_12.jpg
41,14.0,11.0,0.0,1.0,10.0,0.0,5.0,9.0,1.0,0.0,4.0,7.0,1.0,1.0,2.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,1.0,5.0,2.0,4.0,14.0,7.0,7.0,0.0,0.0,0.0,13,/scratch/ydong/stamps/demo_F150W/F150W_13.jpg
42,2.0,14.0,18.0,1.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,13.0,0.0,2.0,2.0,15.0,1.0,15,/scratch/ydong/stamps/demo_F150W/F150W_15.jpg
43,8.0,9.0,11.0,0.0,8.0,1.0,1.0,7.0,0.0,0.0,1.0,5.0,0.0,2.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,1.0,13.0,0.0,8.0,2.0,9.0,0.0,164,/scratch/ydong/stamps/demo_F150W/F150W_164.jpg
44,4.0,23.0,2.0,0.0,21.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,12.0,1.0,3.0,1.0,1.0,0.0,17,/scratch/ydong/stamps/demo_F150W/F150W_17.jpg
45,27.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,16.0,3.0,8.0,26.0,1.0,0.0,2.0,24.0,1.0,9.0,14.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,24.0,6.0,0.0,10.0,11.0,8.0,19.0,0.0,1.0,0.0,30,/scratch/ydong/stamps/demo_F150W/F150W_30.jpg
46,3.0,17.0,8.0,9.0,8.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,9.0,9.0,2.0,1.0,2.0,6.0,0.0,34,/scratch/ydong/stamps/demo_F150W/F150W_34.jpg
47,8.0,14.0,3.0,0.0,14.0,0.0,1.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,6.0,16.0,1.0,7.0,0.0,2.0,1.0,36,/scratch/ydong/stamps/demo_F150W/F150W_36.jpg
48,6.0,12.0,9.0,11.0,1.0,0.0,6.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,5.0,1.0,1.0,8.0,0.0,370,/scratch/ydong/stamps/demo_F150W/F150W_370.jpg
49,3.0,11.0,18.0,0.0,10.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,6.0,2.0,3.0,2.0,1.0,3.0,15.0,0.0,432,/scratch/ydong/stamps/demo_F150W/F150W_432.jpg
50,2.0,6.0,20.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,19.0,0.0,40,/scratch/ydong/stamps/demo_F150W/F150W_40.jpg
51,12.0,9.0,3.0,0.0,1.0,8.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,1.0,1.0,2.0,7.0,11.0,10.0,2.0,0.0,3.0,0.0,42,/scratch/ydong/stamps/demo_F150W/F150W_42.jpg
52,4.0,9.0,6.0,1.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,4.0,4.0,4.0,0.0,0.0,6.0,0.0,46,/scratch/ydong/stamps/demo_F150W/F150W_46.jpg
53,16.0,18.0,4.0,10.0,8.0,0.0,5.0,11.0,0.0,1.0,4.0,3.0,5.0,3.0,6.0,5.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,4.0,8.0,2.0,14.0,10.0,8.0,8.0,0.0,3.0,1.0,44,/scratch/ydong/stamps/demo_F150W/F150W_44.jpg
54,7.0,7.0,13.0,2.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,3.0,3.0,2.0,6.0,3.0,4.0,1.0,8.0,4.0,60,/scratch/ydong/stamps/demo_F150W/F150W_60.jpg
55,6.0,10.0,14.0,8.0,2.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,5.0,0.0,6.0,1.0,12.0,1.0,45,/scratch/ydong/stamps/demo_F150W/F150W_45.jpg
56,22.0,2.0,3.0,0.0,2.0,0.0,1.0,21.0,0.0,0.0,1.0,16.0,1.0,4.0,19.0,2.0,1.0,5.0,13.0,0.0,1.0,3.0,6.0,5.0,4.0,0.0,14.0,0.0,1.0,6.0,3.0,0.0,5.0,16.0,14.0,8.0,0.0,3.0,0.0,37,/scratch/ydong/stamps/demo_F150W/F150W_37.jpg
57,7.0,7.0,11.0,0.0,1.0,6.0,2.0,5.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,6.0,1.0,7.0,4.0,3.0,3.0,8.0,0.0,52,/scratch/ydong/stamps/demo_F150W/F150W_52.jpg
58,24.0,0.0,2.0,0.0,0.0,0.0,2.0,22.0,0.0,1.0,1.0,9.0,3.0,10.0,22.0,0.0,2.0,9.0,11.0,0.0,8.0,5.0,2.0,0.0,7.0,0.0,5.0,0.0,0.0,17.0,3.0,0.0,8.0,13.0,14.0,10.0,0.0,2.0,0.0,59,/scratch/ydong/stamps/demo_F150W/F150W_59.jpg
59,10.0,10.0,7.0,8.0,2.0,0.0,3.0,7.0,0.0,3.0,0.0,0.0,6.0,1.0,6.0,1.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,4.0,1.0,0.0,1.0,14.0,2.0,0.0,4.0,7.0,3.0,2.0,5.0,0.0,57,/scratch/ydong/stamps/demo_F150W/F150W_57.jpg
60,10.0,11.0,9.0,7.0,2.0,2.0,0.0,10.0,0.0,0.0,0.0,1.0,6.0,3.0,7.0,3.0,6.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0,8.0,3.0,3.0,7.0,8.0,2.0,2.0,7.0,0.0,88,/scratch/ydong/stamps/demo_F150W/F150W_88.jpg
61,2.0,17.0,11.0,0.0,11.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,4.0,10.0,0.0,2.0,0.0,10.0,1.0,64,/scratch/ydong/stamps/demo_F150W/F150W_64.jpg
62,6.0,16.0,11.0,5.0,11.0,0.0,1.0,5.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,4.0,0.0,5.0,13.0,2.0,4.0,0.0,11.0,0.0,55,/scratch/ydong/stamps/demo_F150W/F150W_55.jpg
63,12.0,10.0,8.0,0.0,6.0,4.0,0.0,12.0,0.0,0.0,0.0,10.0,2.0,0.0,2.0,10.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,3.0,8.0,1.0,10.0,3.0,9.0,3.0,0.0,8.0,0.0,68,/scratch/ydong/stamps/demo_F150W/F150W_68.jpg
