,t0_smooth_or_featured__features_or_disk,t0_smooth_or_featured__smooth,t0_smooth_or_featured__star_artifact_or_bad_zoom,t1_how_rounded_is_it__cigarshaped,t1_how_rounded_is_it__in_between,t1_how_rounded_is_it__completely_round,t2_could_this_be_a_disk_viewed_edgeon__yes_edge_on_disk,t2_could_this_be_a_disk_viewed_edgeon__no_something_else,t3_edge_on_bulge_what_shape__boxy,t3_edge_on_bulge_what_shape__no_bulge,t3_edge_on_bulge_what_shape__rounded,t4_is_there_a_bar__no_bar,t4_is_there_a_bar__strong_bar,t4_is_there_a_bar__weak_bar,t5_is_there_any_spiral_arm_pattern__yes,t5_is_there_any_spiral_arm_pattern__no,t6_spiral_how_tightly_wound__loose,t6_spiral_how_tightly_wound__medium,t6_spiral_how_tightly_wound__tight,t7_how_many_spiral_arms_are_there__1,t7_how_many_spiral_arms_are_there__2,t7_how_many_spiral_arms_are_there__3,t7_how_many_spiral_arms_are_there__4,t7_how_many_spiral_arms_are_there__more_than_4,t7_how_many_spiral_arms_are_there__cant_tell,t8_not_edge_on_bulge__dominant,t8_not_edge_on_bulge__moderate,t8_not_edge_on_bulge__no_bulge,t8_not_edge_on_bulge__large,t8_not_edge_on_bulge__small,t11_is_the_galaxy_merging_or_disturbed__major_disturbance,t11_is_the_galaxy_merging_or_disturbed__merging,t11_is_the_galaxy_merging_or_disturbed__minor_disturbance,t11_is_the_galaxy_merging_or_disturbed__none,t12_are_there_any_obvious_bright_clumps__yes,t12_are_there_any_obvious_bright_clumps__no,t19_what_problem_do___e_with_the_image__nonstar_artifact,t19_what_problem_do___e_with_the_image__bad_image_zoom,t19_what_problem_do___e_with_the_image__star,id_str,file_loc
10,3.0,7.0,12.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,3.0,3.0,1.0,2.0,0.0,3.0,9.0,179,/scratch/ydong/stamps/demo_F356W/F356W_179.jpg
11,2.0,12.0,15.0,0.0,8.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,7.0,0.0,2.0,1.0,11.0,3.0,487,/scratch/ydong/stamps/demo_F356W/F356W_487.jpg
12,9.0,5.0,12.0,1.0,4.0,0.0,1.0,8.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,5.0,1.0,6.0,4.0,5.0,2.0,8.0,2.0,592,/scratch/ydong/stamps/demo_F356W/F356W_592.jpg
13,4.0,16.0,13.0,0.0,8.0,8.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,6.0,11.0,1.0,3.0,1.0,8.0,4.0,614,/scratch/ydong/stamps/demo_F356W/F356W_614.jpg
14,3.0,2.0,18.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,4.0,14.0,692,/scratch/ydong/stamps/demo_F356W/F356W_692.jpg
15,7.0,21.0,8.0,6.0,12.0,3.0,1.0,6.0,0.0,1.0,0.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,5.0,8.0,12.0,3.0,4.0,1.0,7.0,0.0,1179,/scratch/ydong/stamps/demo_F356W/F356W_1179.jpg
16,5.0,12.0,10.0,1.0,9.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,10.0,2.0,3.0,1.0,9.0,0.0,1241,/scratch/ydong/stamps/demo_F356W/F356W_1241.jpg
17,15.0,13.0,6.0,9.0,4.0,0.0,9.0,6.0,1.0,5.0,3.0,4.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,9.0,5.0,6.0,8.0,9.0,6.0,1.0,5.0,0.0,1315,/scratch/ydong/stamps/demo_F356W/F356W_1315.jpg
18,12.0,10.0,7.0,4.0,5.0,1.0,10.0,2.0,3.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,7.0,12.0,7.0,5.0,0.0,7.0,0.0,1484,/scratch/ydong/stamps/demo_F356W/F356W_1484.jpg
19,2.0,31.0,6.0,0.0,25.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,28.0,0.0,2.0,1.0,3.0,2.0,1758,/scratch/ydong/stamps/demo_F356W/F356W_1758.jpg
20,8.0,18.0,1.0,3.0,15.0,0.0,3.0,5.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,8.0,15.0,1.0,7.0,0.0,1.0,0.0,1973,/scratch/ydong/stamps/demo_F356W/F356W_1973.jpg
21,6.0,8.0,10.0,5.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,6.0,4.0,2.0,1.0,6.0,3.0,2062,/scratch/ydong/stamps/demo_F356W/F356W_2062.jpg
22,7.0,13.0,9.0,5.0,7.0,1.0,7.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,16.0,2.0,5.0,1.0,7.0,1.0,2261,/scratch/ydong/stamps/demo_F356W/F356W_2261.jpg
23,10.0,9.0,16.0,4.0,4.0,1.0,2.0,8.0,0.0,2.0,0.0,7.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,3.0,6.0,5.0,5.0,9.0,1.0,2.0,11.0,3.0,2410,/scratch/ydong/stamps/demo_F356W/F356W_2410.jpg
24,4.0,9.0,14.0,2.0,4.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,9.0,3.0,2427,/scratch/ydong/stamps/demo_F356W/F356W_2427.jpg
25,12.0,11.0,4.0,2.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,5.0,7.0,6.0,5.0,5.0,11.0,1.0,1.0,1.0,2.0,2629,/scratch/ydong/stamps/demo_F356W/F356W_2629.jpg
26,24.0,8.0,3.0,6.0,2.0,0.0,21.0,3.0,3.0,1.0,17.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,6.0,21.0,4.0,20.0,1.0,2.0,0.0,337,/scratch/ydong/stamps/demo_F356W/F356W_337.jpg
27,6.0,10.0,14.0,5.0,5.0,0.0,1.0,5.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,4.0,2.0,8.0,0.0,6.0,4.0,10.0,0.0,216,/scratch/ydong/stamps/demo_F356W/F356W_216.jpg
28,7.0,14.0,12.0,1.0,13.0,0.0,2.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,5.0,15.0,2.0,5.0,1.0,9.0,2.0,363,/scratch/ydong/stamps/demo_F356W/F356W_363.jpg
29,17.0,8.0,2.0,3.0,4.0,1.0,4.0,13.0,0.0,4.0,0.0,11.0,1.0,1.0,2.0,11.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,1.0,4.0,10.0,3.0,8.0,17.0,0.0,1.0,1.0,0.0,568,/scratch/ydong/stamps/demo_F356W/F356W_568.jpg
30,12.0,11.0,10.0,4.0,6.0,1.0,7.0,5.0,2.0,3.0,2.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,9.0,2.0,12.0,8.0,4.0,0.0,7.0,3.0,658,/scratch/ydong/stamps/demo_F356W/F356W_658.jpg
31,1.0,10.0,23.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,7.0,0.0,1.0,0.0,21.0,2.0,770,/scratch/ydong/stamps/demo_F356W/F356W_770.jpg
32,4.0,9.0,6.0,5.0,4.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,10.0,1.0,3.0,0.0,6.0,0.0,1128,/scratch/ydong/stamps/demo_F356W/F356W_1128.jpg
33,7.0,9.0,17.0,1.0,5.0,3.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,3.0,5.0,2.0,6.0,5.0,2.0,3.0,13.0,1.0,1130,/scratch/ydong/stamps/demo_F356W/F356W_1130.jpg
34,5.0,15.0,6.0,8.0,6.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,5.0,8.0,1.0,4.0,0.0,6.0,0.0,1223,/scratch/ydong/stamps/demo_F356W/F356W_1223.jpg
35,6.0,4.0,14.0,2.0,1.0,1.0,2.0,4.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,5.0,1.0,1.0,3.0,3.0,3.0,0.0,14.0,0.0,1381,/scratch/ydong/stamps/demo_F356W/F356W_1381.jpg
36,8.0,12.0,12.0,1.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,7.0,12.0,2.0,6.0,0.0,10.0,2.0,1403,/scratch/ydong/stamps/demo_F356W/F356W_1403.jpg
37,9.0,10.0,7.0,7.0,3.0,0.0,8.0,1.0,0.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,10.0,0.0,9.0,0.0,6.0,1.0,1554,/scratch/ydong/stamps/demo_F356W/F356W_1554.jpg
38,5.0,11.0,10.0,1.0,7.0,3.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,12.0,0.0,5.0,0.0,6.0,4.0,2014,/scratch/ydong/stamps/demo_F356W/F356W_2014.jpg
39,7.0,8.0,9.0,6.0,2.0,0.0,5.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,1.0,8.0,0.0,2299,/scratch/ydong/stamps/demo_F356W/F356W_2299.jpg
40,11.0,14.0,5.0,0.0,12.0,2.0,5.0,6.0,1.0,2.0,2.0,6.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,7.0,6.0,4.0,8.0,7.0,4.0,0.0,5.0,0.0,2356,/scratch/ydong/stamps/demo_F356W/F356W_2356.jpg
41,7.0,16.0,14.0,7.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,5.0,2.0,5.0,11.0,3.0,4.0,1.0,11.0,2.0,2476,/scratch/ydong/stamps/demo_F356W/F356W_2476.jpg
42,7.0,11.0,3.0,0.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,3.0,8.0,6.0,7.0,0.0,1.0,2.0,0.0,5134,/scratch/ydong/stamps/demo_F356W/F356W_5134.jpg
43,6.0,18.0,8.0,3.0,11.0,4.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0,13.0,4.0,4.0,4.0,2.0,1.0,6.0,1.0,5,/scratch/ydong/stamps/demo_F356W/F356W_5.jpg
44,4.0,11.0,6.0,0.0,9.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,6.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,6,/scratch/ydong/stamps/demo_F356W/F356W_6.jpg
45,3.0,14.0,14.0,7.0,7.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,9.0,0.0,3.0,1.0,13.0,0.0,4,/scratch/ydong/stamps/demo_F356W/F356W_4.jpg
46,15.0,6.0,8.0,1.0,2.0,3.0,0.0,15.0,0.0,0.0,0.0,13.0,0.0,2.0,2.0,13.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,2.0,5.0,4.0,5.0,7.0,11.0,4.0,0.0,7.0,1.0,10,/scratch/ydong/stamps/demo_F356W/F356W_10.jpg
47,1.0,24.0,5.0,12.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,0.0,1.0,0.0,5.0,0.0,11,/scratch/ydong/stamps/demo_F356W/F356W_11.jpg
48,14.0,11.0,0.0,1.0,10.0,0.0,5.0,9.0,1.0,0.0,4.0,7.0,1.0,1.0,2.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,1.0,5.0,2.0,4.0,14.0,7.0,7.0,0.0,0.0,0.0,13,/scratch/ydong/stamps/demo_F356W/F356W_13.jpg
49,4.0,23.0,2.0,0.0,21.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,12.0,1.0,3.0,1.0,1.0,0.0,17,/scratch/ydong/stamps/demo_F356W/F356W_17.jpg
50,3.0,17.0,8.0,9.0,8.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,9.0,9.0,2.0,1.0,2.0,6.0,0.0,34,/scratch/ydong/stamps/demo_F356W/F356W_34.jpg
51,8.0,14.0,3.0,0.0,14.0,0.0,1.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,6.0,16.0,1.0,7.0,0.0,2.0,1.0,36,/scratch/ydong/stamps/demo_F356W/F356W_36.jpg
52,3.0,11.0,18.0,0.0,10.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,6.0,2.0,3.0,2.0,1.0,3.0,15.0,0.0,432,/scratch/ydong/stamps/demo_F356W/F356W_432.jpg
53,12.0,9.0,3.0,0.0,1.0,8.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,1.0,1.0,2.0,7.0,11.0,10.0,2.0,0.0,3.0,0.0,42,/scratch/ydong/stamps/demo_F356W/F356W_42.jpg
54,1.0,17.0,11.0,0.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,12.0,0.0,1.0,0.0,11.0,0.0,43,/scratch/ydong/stamps/demo_F356W/F356W_43.jpg
55,4.0,9.0,6.0,1.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,4.0,4.0,4.0,0.0,0.0,6.0,0.0,46,/scratch/ydong/stamps/demo_F356W/F356W_46.jpg
56,16.0,18.0,4.0,10.0,8.0,0.0,5.0,11.0,0.0,1.0,4.0,3.0,5.0,3.0,6.0,5.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,4.0,8.0,2.0,14.0,10.0,8.0,8.0,0.0,3.0,1.0,44,/scratch/ydong/stamps/demo_F356W/F356W_44.jpg
57,6.0,10.0,14.0,8.0,2.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,5.0,0.0,6.0,1.0,12.0,1.0,45,/scratch/ydong/stamps/demo_F356W/F356W_45.jpg
58,22.0,2.0,3.0,0.0,2.0,0.0,1.0,21.0,0.0,0.0,1.0,16.0,1.0,4.0,19.0,2.0,1.0,5.0,13.0,0.0,1.0,3.0,6.0,5.0,4.0,0.0,14.0,0.0,1.0,6.0,3.0,0.0,5.0,16.0,14.0,8.0,0.0,3.0,0.0,37,/scratch/ydong/stamps/demo_F356W/F356W_37.jpg
59,24.0,0.0,2.0,0.0,0.0,0.0,2.0,22.0,0.0,1.0,1.0,9.0,3.0,10.0,22.0,0.0,2.0,9.0,11.0,0.0,8.0,5.0,2.0,0.0,7.0,0.0,5.0,0.0,0.0,17.0,3.0,0.0,8.0,13.0,14.0,10.0,0.0,2.0,0.0,59,/scratch/ydong/stamps/demo_F356W/F356W_59.jpg
60,10.0,11.0,9.0,7.0,2.0,2.0,0.0,10.0,0.0,0.0,0.0,1.0,6.0,3.0,7.0,3.0,6.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0,8.0,3.0,3.0,7.0,8.0,2.0,2.0,7.0,0.0,88,/scratch/ydong/stamps/demo_F356W/F356W_88.jpg
61,2.0,17.0,11.0,0.0,11.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,4.0,10.0,0.0,2.0,0.0,10.0,1.0,64,/scratch/ydong/stamps/demo_F356W/F356W_64.jpg
62,28.0,3.0,6.0,0.0,3.0,0.0,3.0,25.0,0.0,0.0,3.0,5.0,12.0,8.0,25.0,0.0,6.0,16.0,3.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,2.0,4.0,0.0,5.0,22.0,5.0,23.0,0.0,6.0,0.0,63,/scratch/ydong/stamps/demo_F356W/F356W_63.jpg
63,9.0,19.0,2.0,17.0,2.0,0.0,6.0,3.0,1.0,5.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,3.0,6.0,12.0,3.0,6.0,0.0,2.0,0.0,61,/scratch/ydong/stamps/demo_F356W/F356W_61.jpg
